title,authors,subjects,category,rating,ratings_count,price,year,source,rating_numeric,ratings_count_numeric,content
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Romance,Romance,4.32,203795,Not Available,,Goodreads Scraping,4.32,203795.0,"Lover Eternal (Black Dagger Brotherhood, #2) J.R. Ward Romance Romance"
"Me Before You (Me Before You, #1)",Jojo Moyes,Romance,Romance,4.26,1829219,Not Available,,Goodreads Scraping,4.26,1829219.0,"Me Before You (Me Before You, #1) Jojo Moyes Romance Romance"
Can You Keep a Secret?,Sophie Kinsella,Romance,Romance,3.82,482220,Not Available,,Goodreads Scraping,3.82,482220.0,Can You Keep a Secret? Sophie Kinsella Romance Romance
The Thorn Birds,Colleen McCullough,Romance,Romance,4.25,368170,Not Available,,Goodreads Scraping,4.25,368170.0,The Thorn Birds Colleen McCullough Romance Romance
"Naked in Death (In Death, #1)",J.D. Robb,Romance,Romance,4.13,206585,Not Available,,Goodreads Scraping,4.13,206585.0,"Naked in Death (In Death, #1) J.D. Robb Romance Romance"
"Sugar Daddy (Travises, #1)",Lisa Kleypas,Romance,Romance,4.02,46778,Not Available,,Goodreads Scraping,4.02,46778.0,"Sugar Daddy (Travises, #1) Lisa Kleypas Romance Romance"
"This Heart of Mine (Chicago Stars, #5)",Susan Elizabeth Phillips,Romance,Romance,4.08,33304,Not Available,,Goodreads Scraping,4.08,33304.0,"This Heart of Mine (Chicago Stars, #5) Susan Elizabeth Phillips Romance Romance"
Ain't She Sweet?,Susan Elizabeth Phillips,Romance,Romance,4.08,26868,Not Available,,Goodreads Scraping,4.08,26868.0,Ain't She Sweet? Susan Elizabeth Phillips Romance Romance
The Sweet Gum Tree,Katherine Allred,Romance,Romance,4.25,31581,Not Available,,Goodreads Scraping,4.25,31581.0,The Sweet Gum Tree Katherine Allred Romance Romance
"The Gamble (Colorado Mountain, #1)",Kristen Ashley,Romance,Romance,4.24,61296,Not Available,,Goodreads Scraping,4.24,61296.0,"The Gamble (Colorado Mountain, #1) Kristen Ashley Romance Romance"
"Wallbanger (Cocktail, #1)",Alice Clayton,Romance,Romance,3.97,212423,Not Available,,Goodreads Scraping,3.97,212423.0,"Wallbanger (Cocktail, #1) Alice Clayton Romance Romance"
Going Too Far,Jennifer Echols,Romance,Romance,3.92,38319,Not Available,,Goodreads Scraping,3.92,38319.0,Going Too Far Jennifer Echols Romance Romance
"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,Romance,Romance,3.81,1030962,Not Available,,Goodreads Scraping,3.81,1030962.0,"Bridget Jones’s Diary (Bridget Jones, #1) Helen Fielding Romance Romance"
"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,Romance,Romance,4.02,116252,Not Available,,Goodreads Scraping,4.02,116252.0,"Playing for Keeps (Neighbor from Hell, #1) R.L. Mathewson Romance Romance"
"Catching Jordan (Hundred Oaks, #1)",Miranda Kenneally,Romance,Romance,3.83,64805,Not Available,,Goodreads Scraping,3.83,64805.0,"Catching Jordan (Hundred Oaks, #1) Miranda Kenneally Romance Romance"
"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,Romance,Romance,4.04,123120,Not Available,,Goodreads Scraping,4.04,123120.0,"Pushing the Limits (Pushing the Limits, #1) Katie McGarry Romance Romance"
"Wait for You (Wait for You, #1)",J. Lynn,Romance,Romance,4.13,170629,Not Available,,Goodreads Scraping,4.13,170629.0,"Wait for You (Wait for You, #1) J. Lynn Romance Romance"
"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,Romance,Romance,4.15,174616,Not Available,,Goodreads Scraping,4.15,174616.0,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1) Abbi Glines Romance Romance"
"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,Romance,Romance,4.03,44608,Not Available,,Goodreads Scraping,4.03,44608.0,"Nobody's Baby But Mine (Chicago Stars, #3) Susan Elizabeth Phillips Romance Romance"
"Rock Chick (Rock Chick, #1)",Kristen Ashley,Romance,Romance,4.17,60050,Not Available,,Goodreads Scraping,4.17,60050.0,"Rock Chick (Rock Chick, #1) Kristen Ashley Romance Romance"
"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,Romance,Romance,4.19,101603,Not Available,,Goodreads Scraping,4.19,101603.0,"Devil in Winter (Wallflowers, #3) Lisa Kleypas Romance Romance"
"Existence (Existence, #1)",Abbi Glines,Romance,Romance,3.92,62671,Not Available,,Goodreads Scraping,3.92,62671.0,"Existence (Existence, #1) Abbi Glines Romance Romance"
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,Romance,Romance,4.31,142148,Not Available,,Goodreads Scraping,4.31,142148.0,"Lover Unbound (Black Dagger Brotherhood, #5) J.R. Ward Romance Romance"
Mr Darcy - Through the Looking Glass,D.B.   Thomas,Romance,Romance,4.68,122,Not Available,,Goodreads Scraping,4.68,122.0,Mr Darcy - Through the Looking Glass D.B.   Thomas Romance Romance
North and South,Elizabeth Gaskell,Romance,Romance,4.15,187205,Not Available,,Goodreads Scraping,4.15,187205.0,North and South Elizabeth Gaskell Romance Romance
Forget You,Jennifer Echols,Romance,Romance,3.78,26495,Not Available,,Goodreads Scraping,3.78,26495.0,Forget You Jennifer Echols Romance Romance
"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",Jennifer Ashley,Romance,Romance,4.03,40898,Not Available,,Goodreads Scraping,4.03,40898.0,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1) Jennifer Ashley Romance Romance"
"Forever Mine (The Moreno Brothers, #1)",Elizabeth Reyes,Romance,Romance,3.87,23102,Not Available,,Goodreads Scraping,3.87,23102.0,"Forever Mine (The Moreno Brothers, #1) Elizabeth Reyes Romance Romance"
The Sky Is Everywhere,Jandy Nelson,Romance,Romance,3.95,110673,Not Available,,Goodreads Scraping,3.95,110673.0,The Sky Is Everywhere Jandy Nelson Romance Romance
Practice Makes Perfect,Julie James,Romance,Romance,3.94,32477,Not Available,,Goodreads Scraping,3.94,32477.0,Practice Makes Perfect Julie James Romance Romance
"Fallen (Fallen, #1)",Lauren Kate,Romance,Romance,3.72,622593,Not Available,,Goodreads Scraping,3.72,622593.0,"Fallen (Fallen, #1) Lauren Kate Romance Romance"
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,Romance,Romance,3.84,78345,Not Available,,Goodreads Scraping,3.84,78345.0,"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1) Kirsty Moseley Romance Romance"
Lock and Key,Sarah Dessen,Romance,Romance,3.99,152787,Not Available,,Goodreads Scraping,3.99,152787.0,Lock and Key Sarah Dessen Romance Romance
"Delirium (Delirium, #1)",Lauren Oliver,Romance,Romance,3.95,481058,Not Available,,Goodreads Scraping,3.95,481058.0,"Delirium (Delirium, #1) Lauren Oliver Romance Romance"
"The Perfect Play (Play by Play, #1)",Jaci Burton,Romance,Romance,3.88,41251,Not Available,,Goodreads Scraping,3.88,41251.0,"The Perfect Play (Play by Play, #1) Jaci Burton Romance Romance"
"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,Mystery,Mystery,4.18,3496183,Not Available,,Goodreads Scraping,4.18,3496183.0,"The Girl With the Dragon Tattoo (Millennium, #1) Stieg Larsson Mystery Mystery"
And Then There Were None,Agatha Christie,Mystery,Mystery,4.27,1673953,Not Available,,Goodreads Scraping,4.27,1673953.0,And Then There Were None Agatha Christie Mystery Mystery
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,Mystery,Mystery,3.96,3434839,Not Available,,Goodreads Scraping,3.96,3434839.0,"Angels & Demons (Robert Langdon, #1) Dan    Brown Mystery Mystery"
Rebecca,Daphne du Maurier,Mystery,Mystery,4.25,747110,Not Available,,Goodreads Scraping,4.25,747110.0,Rebecca Daphne du Maurier Mystery Mystery
A Story of Yesterday,Sergio Cobo,Mystery,Mystery,4.53,23882,Not Available,,Goodreads Scraping,4.53,23882.0,A Story of Yesterday Sergio Cobo Mystery Mystery
In Cold Blood,Truman Capote,Mystery,Mystery,4.09,745733,Not Available,,Goodreads Scraping,4.09,745733.0,In Cold Blood Truman Capote Mystery Mystery
Gone Girl,Gillian Flynn,Mystery,Mystery,4.15,3512724,Not Available,,Goodreads Scraping,4.15,3512724.0,Gone Girl Gillian Flynn Mystery Mystery
"The Godfather (The Godfather, #1)",Mario Puzo,Mystery,Mystery,4.40,472907,Not Available,,Goodreads Scraping,4.4,472907.0,"The Godfather (The Godfather, #1) Mario Puzo Mystery Mystery"
Shutter Island,Dennis Lehane,Mystery,Mystery,4.14,234706,Not Available,,Goodreads Scraping,4.14,234706.0,Shutter Island Dennis Lehane Mystery Mystery
The Lovely Bones,Alice Sebold,Mystery,Mystery,3.86,2478673,Not Available,,Goodreads Scraping,3.86,2478673.0,The Lovely Bones Alice Sebold Mystery Mystery
Mystic River,Dennis Lehane,Mystery,Mystery,4.18,169210,Not Available,,Goodreads Scraping,4.18,169210.0,Mystic River Dennis Lehane Mystery Mystery
The Name of the Rose,Umberto Eco,Mystery,Mystery,4.14,402323,Not Available,,Goodreads Scraping,4.14,402323.0,The Name of the Rose Umberto Eco Mystery Mystery
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,Mystery,Mystery,4.07,379966,Not Available,,Goodreads Scraping,4.07,379966.0,"Red Dragon (Hannibal Lecter, #1) Thomas  Harris Mystery Mystery"
"The Firm (Penguin Readers, Level 5)",Robin Waterfield,Mystery,Mystery,4.07,639839,Not Available,,Goodreads Scraping,4.07,639839.0,"The Firm (Penguin Readers, Level 5) Robin Waterfield Mystery Mystery"
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,Mystery,Mystery,4.31,739109,Not Available,,Goodreads Scraping,4.31,739109.0,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1) Carlos Ruiz Zafón Mystery Mystery"
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,Mystery,Mystery,3.94,171641,Not Available,,Goodreads Scraping,3.94,171641.0,"The Big Sleep (Philip Marlowe, #1) Raymond Chandler Mystery Mystery"
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,Mystery,Mystery,4.06,183189,Not Available,,Goodreads Scraping,4.06,183189.0,"The Alienist (Dr. Laszlo Kreizler, #1) Caleb Carr Mystery Mystery"
The Elephant Tree,R.D. Ronald,Mystery,Mystery,3.92,44486,Not Available,,Goodreads Scraping,3.92,44486.0,The Elephant Tree R.D. Ronald Mystery Mystery
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,Mystery,Mystery,4.05,582817,Not Available,,Goodreads Scraping,4.05,582817.0,"One for the Money (Stephanie Plum, #1) Janet Evanovich Mystery Mystery"
"In the Woods (Dublin Murder Squad, #1)",Tana French,Mystery,Mystery,3.78,447361,Not Available,,Goodreads Scraping,3.78,447361.0,"In the Woods (Dublin Murder Squad, #1) Tana French Mystery Mystery"
The Maltese Falcon,Dashiell Hammett,Mystery,Mystery,3.86,117706,Not Available,,Goodreads Scraping,3.86,117706.0,The Maltese Falcon Dashiell Hammett Mystery Mystery
"Presumed Innocent (Kindle County Legal Thriller, #1)",Scott Turow,Mystery,Mystery,4.09,127679,Not Available,,Goodreads Scraping,4.09,127679.0,"Presumed Innocent (Kindle County Legal Thriller, #1) Scott Turow Mystery Mystery"
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,Mystery,Mystery,4.20,198149,Not Available,,Goodreads Scraping,4.2,198149.0,"The Bone Collector (Lincoln Rhyme, #1) Jeffery Deaver Mystery Mystery"
"A Time to Kill (Jake Brigance, #1)",John Grisham,Mystery,Mystery,4.12,831145,Not Available,,Goodreads Scraping,4.12,831145.0,"A Time to Kill (Jake Brigance, #1) John Grisham Mystery Mystery"
Perfume: The Story of a Murderer,Patrick Süskind,Mystery,Mystery,4.04,573035,Not Available,,Goodreads Scraping,4.04,573035.0,Perfume: The Story of a Murderer Patrick Süskind Mystery Mystery
Midnight in the Garden of Good and Evil,John Berendt,Mystery,Mystery,3.91,300790,Not Available,,Goodreads Scraping,3.91,300790.0,Midnight in the Garden of Good and Evil John Berendt Mystery Mystery
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Mystery,Mystery,3.83,684238,Not Available,,Goodreads Scraping,3.83,684238.0,Dr. Jekyll and Mr. Hyde Robert Louis Stevenson Mystery Mystery
Dark Places,Gillian Flynn,Mystery,Mystery,3.94,856730,Not Available,,Goodreads Scraping,3.94,856730.0,Dark Places Gillian Flynn Mystery Mystery
The Thirteenth Tale,Diane Setterfield,Mystery,Mystery,3.98,329339,Not Available,,Goodreads Scraping,3.98,329339.0,The Thirteenth Tale Diane Setterfield Mystery Mystery
The Zombie Room,R.D. Ronald,Mystery,Mystery,3.95,44643,Not Available,,Goodreads Scraping,3.95,44643.0,The Zombie Room R.D. Ronald Mystery Mystery
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,Mystery,Mystery,really liked it 4.00,524583,Not Available,,Goodreads Scraping,,524583.0,"The Mysterious Affair at Styles (Hercule Poirot, #1) Agatha Christie Mystery Mystery"
The Complete Stories and Poems,Edgar Allan Poe,Mystery,Mystery,4.40,299117,Not Available,,Goodreads Scraping,4.4,299117.0,The Complete Stories and Poems Edgar Allan Poe Mystery Mystery
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,Mystery,Mystery,4.13,504443,Not Available,,Goodreads Scraping,4.13,504443.0,"A Study in Scarlet (Sherlock Holmes, #1) Arthur Conan Doyle Mystery Mystery"
Sharp Objects,Gillian Flynn,Mystery,Mystery,really liked it 4.00,1258291,Not Available,,Goodreads Scraping,,1258291.0,Sharp Objects Gillian Flynn Mystery Mystery
The Count of Monte Cristo,Alexandre Dumas,Mystery,Mystery,4.33,1057209,Not Available,,Goodreads Scraping,4.33,1057209.0,The Count of Monte Cristo Alexandre Dumas Mystery Mystery
The Woman in White,Wilkie Collins,Mystery,Mystery,4.02,169415,Not Available,,Goodreads Scraping,4.02,169415.0,The Woman in White Wilkie Collins Mystery Mystery
"Postmortem (Kay Scarpetta, #1)",Patricia Daniels Cornwell,Mystery,Mystery,4.03,265694,Not Available,,Goodreads Scraping,4.03,265694.0,"Postmortem (Kay Scarpetta, #1) Patricia Daniels Cornwell Mystery Mystery"
A Is for Alibi (Kinsey Millhone #1),Sue Grafton,Mystery,Mystery,3.86,193747,Not Available,,Goodreads Scraping,3.86,193747.0,A Is for Alibi (Kinsey Millhone #1) Sue Grafton Mystery Mystery
"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)",Michael Connelly,Mystery,Mystery,4.23,262603,Not Available,,Goodreads Scraping,4.23,262603.0,"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16) Michael Connelly Mystery Mystery"
"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,Mystery,Mystery,3.96,124233,Not Available,,Goodreads Scraping,3.96,124233.0,"The Talented Mr. Ripley (Ripley, #1) Patricia Highsmith Mystery Mystery"
"1st to Die (Women's Murder Club, #1)",James  Patterson,Mystery,Mystery,4.10,362953,Not Available,,Goodreads Scraping,4.1,362953.0,"1st to Die (Women's Murder Club, #1) James  Patterson Mystery Mystery"
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,Mystery,Mystery,4.20,754600,Not Available,,Goodreads Scraping,4.2,754600.0,"Murder on the Orient Express (Hercule Poirot, #10) Agatha Christie Mystery Mystery"
The Pelican Brief,John Grisham,Mystery,Mystery,4.06,450870,Not Available,,Goodreads Scraping,4.06,450870.0,The Pelican Brief John Grisham Mystery Mystery
The Curious Incident of the Dog in the Night-Time,Mark Haddon,Mystery,Mystery,3.89,1619273,Not Available,,Goodreads Scraping,3.89,1619273.0,The Curious Incident of the Dog in the Night-Time Mark Haddon Mystery Mystery
No Country for Old Men,Cormac McCarthy,Mystery,Mystery,4.17,261000,Not Available,,Goodreads Scraping,4.17,261000.0,No Country for Old Men Cormac McCarthy Mystery Mystery
"Killing Floor (Jack Reacher, #1)",Lee Child,Mystery,Mystery,4.08,357031,Not Available,,Goodreads Scraping,4.08,357031.0,"Killing Floor (Jack Reacher, #1) Lee Child Mystery Mystery"
Crime and Punishment,Fyodor Dostoevsky,Mystery,Mystery,4.29,1124997,Not Available,,Goodreads Scraping,4.29,1124997.0,Crime and Punishment Fyodor Dostoevsky Mystery Mystery
The Day of the Jackal,Frederick Forsyth,Mystery,Mystery,4.27,148143,Not Available,,Goodreads Scraping,4.27,148143.0,The Day of the Jackal Frederick Forsyth Mystery Mystery
The Historian,Elizabeth Kostova,Mystery,Mystery,3.80,279586,Not Available,,Goodreads Scraping,3.8,279586.0,The Historian Elizabeth Kostova Mystery Mystery
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,Mystery,Mystery,4.23,111322,Not Available,,Goodreads Scraping,4.23,111322.0,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5) Michael Connelly Mystery Mystery"
"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,Mystery,Mystery,3.79,100201,Not Available,,Goodreads Scraping,3.79,100201.0,"The Black Dahlia (L.A. Quartet, #1) James Ellroy Mystery Mystery"
Hidden Pictures,Jason Rekulak,Mystery,Mystery,4.14,650517,Not Available,,Goodreads Scraping,4.14,650517.0,Hidden Pictures Jason Rekulak Mystery Mystery
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,Mystery,Mystery,3.81,278230,Not Available,,Goodreads Scraping,3.81,278230.0,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1) Alexander McCall Smith Mystery Mystery"
"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,Mystery,Mystery,4.04,70527,Not Available,,Goodreads Scraping,4.04,70527.0,"Gorky Park (Arkady Renko, #1) Martin Cruz Smith Mystery Mystery"
Smilla's Sense of Snow,Peter Høeg,Mystery,Mystery,3.73,53057,Not Available,,Goodreads Scraping,3.73,53057.0,Smilla's Sense of Snow Peter Høeg Mystery Mystery
The Girl on the Train,Paula Hawkins,Mystery,Mystery,3.96,3348769,Not Available,,Goodreads Scraping,3.96,3348769.0,The Girl on the Train Paula Hawkins Mystery Mystery
"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John le Carré,Mystery,Mystery,4.06,108442,Not Available,,Goodreads Scraping,4.06,108442.0,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1) John le Carré Mystery Mystery"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,Mystery,Mystery,really liked it 4.00,773426,Not Available,,Goodreads Scraping,,773426.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America Erik Larson Mystery Mystery"
Local Woman Missing,Mary Kubica,Mystery,Mystery,4.11,814426,Not Available,,Goodreads Scraping,4.11,814426.0,Local Woman Missing Mary Kubica Mystery Mystery
Eye of the Needle,Ken Follett,Mystery,Mystery,4.22,172436,Not Available,,Goodreads Scraping,4.22,172436.0,Eye of the Needle Ken Follett Mystery Mystery
"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,Mystery,Mystery,4.03,52836,Not Available,,Goodreads Scraping,4.03,52836.0,"A Great Deliverance (Inspector Lynley, #1) Elizabeth  George Mystery Mystery"
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,Mystery,Mystery,4.05,443137,Not Available,,Goodreads Scraping,4.05,443137.0,"The Bourne Identity (Jason Bourne, #1) Robert Ludlum Mystery Mystery"
"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,Mystery,Mystery,4.04,88992,Not Available,,Goodreads Scraping,4.04,88992.0,"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1) Laurie R. King Mystery Mystery"
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,Mystery,Mystery,4.13,397517,Not Available,,Goodreads Scraping,4.13,397517.0,"The Hound of the Baskervilles (Sherlock Holmes, #5) Arthur Conan Doyle Mystery Mystery"
Those Empty Eyes,Charlie Donlea,Mystery,Mystery,4.13,107587,Not Available,,Goodreads Scraping,4.13,107587.0,Those Empty Eyes Charlie Donlea Mystery Mystery
Before I Go to Sleep,S.J. Watson,Mystery,Mystery,3.90,373141,Not Available,,Goodreads Scraping,3.9,373141.0,Before I Go to Sleep S.J. Watson Mystery Mystery
"Along Came a Spider (Alex Cross, #1)",James  Patterson,Mystery,Mystery,4.13,495370,Not Available,,Goodreads Scraping,4.13,495370.0,"Along Came a Spider (Alex Cross, #1) James  Patterson Mystery Mystery"
"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,Mystery,Mystery,4.14,220046,Not Available,,Goodreads Scraping,4.14,220046.0,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1) Michael Connelly Mystery Mystery"
